VideoId,LabelConfidencePairs
/storage/haibn/yt8m/test_lotus/lotus_video_6517.mp4,342 0.999977 0 0.0471258 1 0.00513142 19 0.00443441 12 0.00368395 397 0.00364822 8 0.00255916 63 0.00232634 99 0.00147015 438 0.00145492 5 0.00118732 352 0.0010432 262 0.00104234 282 0.000994205 118 0.000910789 92 0.000758708 34 0.0007478 82 0.00073272 1229 0.000710309 26 0.000687301
/storage/haibn/yt8m/test_lotus/lotus_video_573.mp4,342 0.99946 1 0.0794362 0 0.03623 268 0.0216878 16 0.0118689 35 0.00392938 25 0.00354749 337 0.00320491 2 0.00280043 157 0.00231764 105 0.00186452 755 0.0017657 7 0.00153473 375 0.00140798 242 0.00117409 254 0.00116596 921 0.00115362 354 0.00112492 64 0.00107405 178 0.0010446
/storage/haibn/yt8m/test_lotus/lotus_video_5804.mp4,342 0.99211 35 0.189252 1 0.077962 453 0.0497212 26 0.0473561 8 0.016132 0 0.0135656 7 0.0118855 99 0.010226 203 0.00773406 48 0.00764871 2 0.00761601 72 0.00664052 151 0.00598797 308 0.00586727 68 0.00500888 839 0.00491938 337 0.00426561 16 0.00403088 268 0.00274548
/storage/haibn/yt8m/test_lotus/lotus_video_8047.mp4,342 0.998199 0 0.287392 1 0.0371089 319 0.00916266 1840 0.00902098 2578 0.00761563 8 0.00717205 1595 0.00485769 2013 0.00345558 17 0.00315064 42 0.00283927 1151 0.00261799 362 0.00234699 99 0.00183433 935 0.00183105 7 0.00172839 467 0.0016287 3187 0.00155994 678 0.00148061 2886 0.00138739
/storage/haibn/yt8m/test_lotus/lotus_video_3507.mp4,342 0.998429 1 0.0189859 0 0.010974 69 0.00479126 19 0.0037995 8 0.00365648 35 0.00281474 60 0.0023759 193 0.00186875 63 0.00182894 378 0.00172445 17 0.0016847 478 0.00142235 18 0.00140953 85 0.00135675 101 0.00134799 43 0.00129107 2 0.00125653 133 0.00106734 450 0.00105768
/storage/haibn/yt8m/test_lotus/lotus_video_236.mp4,342 0.998315 1387 0.290794 385 0.226143 182 0.174654 76 0.147553 1569 0.0876758 2 0.0584016 392 0.0464798 1055 0.0367939 60 0.0192439 901 0.0110685 43 0.0108532 1396 0.0103927 2499 0.00763762 64 0.00687724 8 0.00561956 2696 0.00545973 1 0.00513434 16 0.00373137 958 0.00351846
/storage/haibn/yt8m/test_lotus/lotus_video_7692.mp4,342 0.995244 1 0.0252043 8 0.0133624 254 0.0122077 242 0.0114764 470 0.0112548 400 0.00930905 16 0.00906298 0 0.00778788 952 0.0073511 203 0.00690126 1608 0.00611958 380 0.00608057 459 0.0060063 34 0.00490001 5 0.00452039 402 0.00356278 134 0.0034143 478 0.00314069 438 0.00311324
/storage/haibn/yt8m/test_lotus/lotus_video_6434.mp4,342 0.991412 274 0.722854 238 0.633239 366 0.49887 59 0.103337 18 0.0666777 43 0.0410859 1 0.00822875 0 0.00742695 15 0.00599432 284 0.00462422 60 0.00404069 42 0.00370649 668 0.00305977 239 0.0023647 159 0.00229716 178 0.00146824 7 0.00146502 311 0.00140667 360 0.00138396
/storage/haibn/yt8m/test_lotus/lotus_video_5030.mp4,342 0.998627 89 0.0381662 8 0.0185595 17 0.00928396 2 0.00798386 19 0.00487489 43 0.00320351 26 0.00287944 16 0.00216755 7 0.00207913 15 0.00206131 1 0.00196865 0 0.00169185 99 0.0016675 25 0.0016526 60 0.00154847 175 0.00149742 239 0.00122643 9 0.00122014 428 0.00117081
/storage/haibn/yt8m/test_lotus/lotus_video_8637.mp4,342 0.999883 7 0.211567 2 0.210876 1 0.0193175 104 0.0170677 48 0.0118824 17 0.00774181 0 0.0056389 305 0.00524825 186 0.00320053 72 0.00258282 90 0.00251886 203 0.00217029 8 0.00195616 137 0.00182977 272 0.00171494 64 0.0017004 298 0.00158793 45 0.00150117 5 0.00150058
/storage/haibn/yt8m/test_lotus/lotus_video_144.mp4,43 0.998841 342 0.994315 18 0.943157 59 0.924584 101 0.816996 286 0.420632 60 0.258024 1043 0.194115 374 0.131146 15 0.11926 549 0.0825554 906 0.0643289 419 0.0619773 64 0.058554 76 0.0463245 823 0.0448681 1032 0.0405425 571 0.0335121 693 0.029841 2490 0.0223944
/storage/haibn/yt8m/test_lotus/lotus_video_6529.mp4,342 0.99622 1 0.0809174 0 0.0712985 105 0.00550506 945 0.00463867 26 0.00240755 16 0.002188 242 0.00209206 5 0.00196263 8 0.00195783 245 0.00172684 424 0.00157344 34 0.00131434 739 0.00130573 68 0.00129578 80 0.00127998 251 0.00127554 349 0.00114051 64 0.00113204 535 0.00109771
/storage/haibn/yt8m/test_lotus/lotus_video_4841.mp4,342 0.997918 0 0.0307248 1 0.017674 64 0.0148948 65 0.0135293 50 0.0122458 105 0.00552553 113 0.00382736 5 0.00351849 183 0.00351846 8 0.00343916 119 0.00317186 25 0.00300655 146 0.00296244 16 0.0026525 308 0.00218293 315 0.0020135 157 0.00149101 150 0.0014793 327 0.00105843
/storage/haibn/yt8m/test_lotus/lotus_video_4428.mp4,342 0.999878 0 0.00854841 1 0.00309211 127 0.00179848 49 0.00179735 26 0.00133163 498 0.00107709 205 0.00105292 159 0.00100842 64 0.000963092 309 0.000919372 80 0.000891119 5 0.000854373 8 0.000843346 438 0.000831574 74 0.000706255 105 0.000667214 139 0.000616163 9 0.000604481 34 0.000593096
/storage/haibn/yt8m/test_lotus/lotus_video_6747.mp4,342 0.999242 16 0.2586 5 0.150412 26 0.0630059 733 0.037466 81 0.0191453 315 0.0180167 327 0.01525 35 0.0143886 144 0.00904956 1 0.00671718 0 0.00652912 442 0.00625613 1119 0.00625381 1186 0.00570017 505 0.00515419 1140 0.00503913 190 0.00465074 34 0.00437155 9 0.00434551
/storage/haibn/yt8m/test_lotus/lotus_video_9080.mp4,342 0.983711 321 0.37008 20 0.140499 468 0.0548361 11 0.050208 250 0.0310322 1201 0.0281903 176 0.0249685 22 0.0226764 912 0.0213178 123 0.0166292 996 0.0109001 1342 0.00987199 211 0.00889418 121 0.0076983 334 0.00761327 2031 0.00669631 569 0.00578463 483 0.00542879 635 0.00497213
/storage/haibn/yt8m/test_lotus/lotus_video_279.mp4,342 0.994685 184 0.243286 416 0.0928642 380 0.0700689 400 0.015194 364 0.0136452 88 0.00958484 26 0.00759587 1152 0.00733915 8 0.00696278 186 0.00521275 64 0.00444508 16 0.00378424 388 0.0037404 242 0.00352475 470 0.00274241 119 0.00271419 113 0.00258431 425 0.00257948 1 0.00221643
/storage/haibn/yt8m/test_lotus/lotus_video_7871.mp4,342 0.962677 16 0.00977218 871 0.0085842 2 0.00638726 327 0.00629908 85 0.00401661 34 0.0027777 35 0.00248602 1 0.002354 94 0.00221372 0 0.00190717 82 0.00170755 210 0.00161538 255 0.00160307 9 0.0014658 7 0.00143397 474 0.00134358 284 0.00133801 141 0.00131112 14 0.0012635
/storage/haibn/yt8m/test_lotus/lotus_video_7677.mp4,342 0.996753 0 0.0344248 1 0.00942218 26 0.00810894 11 0.00722417 49 0.00282991 99 0.0027912 839 0.00194681 80 0.00193283 16 0.00143722 368 0.00141615 193 0.00135621 5 0.00128713 564 0.00125146 607 0.00115168 260 0.00114906 813 0.00113398 29 0.00107205 8 0.00102183 903 0.00101009
/storage/haibn/yt8m/test_lotus/lotus_video_1708.mp4,342 0.996771 15 0.370531 18 0.216889 796 0.0788227 381 0.0643364 67 0.0513155 1 0.0134214 36 0.00933805 1434 0.00727794 180 0.00527987 0 0.00519589 517 0.00220847 87 0.00220418 309 0.00198105 239 0.00190109 60 0.00180927 140 0.00142145 170 0.0010716 304 0.00106284 677 0.0010446
/storage/haibn/yt8m/test_lotus/lotus_video_4636.mp4,342 0.99962 1 0.0259335 7 0.0214306 35 0.0211815 26 0.0153151 128 0.0117218 2 0.0110338 19 0.00926483 0 0.00836247 85 0.00775972 48 0.00604165 453 0.00551265 17 0.00493506 374 0.00486401 64 0.00469026 141 0.00445303 282 0.00431618 193 0.00430164 8 0.0033583 16 0.00321594
/storage/haibn/yt8m/test_lotus/lotus_video_728.mp4,342 0.999731 1 0.0100041 0 0.00656512 517 0.0041441 139 0.00413433 36 0.00318167 15 0.00296709 42 0.00250319 92 0.00178674 196 0.00178531 18 0.00164434 180 0.00143743 239 0.00140712 16 0.001371 5 0.00132111 282 0.00127244 159 0.00127023 26 0.00123447 43 0.00119448 1691 0.00114441
/storage/haibn/yt8m/test_lotus/lotus_video_7883.mp4,342 0.983171 1206 0.782855 15 0.610053 709 0.504538 509 0.134036 18 0.0272897 1 0.0223436 5 0.0115507 25 0.00880983 363 0.00848794 0 0.00781929 16 0.00689933 502 0.00666347 262 0.00457677 3157 0.00430778 619 0.00375193 1098 0.00372887 1122 0.00280741 140 0.0027692 428 0.00259557
/storage/haibn/yt8m/test_lotus/lotus_video_6643.mp4,342 0.999452 0 0.00532046 1 0.0021261 36 0.00138515 315 0.00130644 16 0.00128496 21 0.00104052 8 0.000999808 5 0.000958145 23 0.000874996 25 0.000855833 9 0.000800401 146 0.00075087 26 0.000683993 34 0.000674158 17 0.000666559 205 0.000637919 111 0.000562936 18 0.000560224 19 0.000514716
/storage/haibn/yt8m/test_lotus/lotus_video_5992.mp4,342 0.99665 5 0.758809 16 0.18809 0 0.0248282 1 0.0216295 84 0.0047985 268 0.0027169 25 0.00162905 362 0.00132892 36 0.00128779 644 0.00121912 169 0.00104725 35 0.000920355 405 0.000846386 8 0.000845671 19 0.000796318 26 0.000759631 27 0.000751406 144 0.000681251 755 0.000630915
/storage/haibn/yt8m/test_lotus/lotus_video_1713.mp4,342 0.998067 0 0.00621083 1 0.00440565 26 0.00284573 8 0.00262213 36 0.00205442 7 0.00203708 16 0.00186482 25 0.00185576 15 0.00183752 2 0.00161332 64 0.00160772 111 0.00143212 438 0.00124699 96 0.00110921 94 0.00107661 18 0.000999033 268 0.000987172 282 0.000890702 99 0.000878513
/storage/haibn/yt8m/test_lotus/lotus_video_6280.mp4,342 0.999596 99 0.00859919 26 0.00286633 159 0.00285167 50 0.0028429 459 0.00176623 65 0.00169921 16 0.00130758 441 0.00128573 1 0.00126532 332 0.00115165 242 0.00114417 66 0.00104955 150 0.00104445 518 0.00103217 8 0.000981152 438 0.000980139 39 0.000976056 0 0.000943214 18 0.0009211
/storage/haibn/yt8m/test_lotus/lotus_video_5068.mp4,342 0.991837 26 0.108845 29 0.0151286 570 0.0143792 0 0.0124556 43 0.00959519 45 0.00934091 2 0.00863591 7 0.0075694 11 0.00699469 127 0.00674462 277 0.00638667 453 0.00572994 64 0.00507182 259 0.00446194 221 0.00408399 385 0.00355718 428 0.00338262 1153 0.00315866 32 0.00312749
/storage/haibn/yt8m/test_lotus/lotus_video_6339.mp4,342 0.998912 8 0.0504125 64 0.0163101 26 0.0128404 2 0.0124297 1 0.0103758 7 0.0082621 0 0.00596386 438 0.00564831 69 0.00528249 16 0.0041458 282 0.00327027 36 0.00324431 149 0.00284088 99 0.00275412 428 0.00240892 236 0.00195816 5 0.00180879 17 0.00177053 94 0.00169358
/storage/haibn/yt8m/test_lotus/lotus_video_7908.mp4,342 0.999804 1 0.0055446 0 0.00479212 25 0.0035755 16 0.00291252 5 0.00279289 8 0.00233492 35 0.00146949 17 0.00134474 2 0.00123367 92 0.00110635 41 0.00103819 239 0.000914216 242 0.000882983 31 0.000852466 19 0.000800908 60 0.000793785 105 0.000780612 7 0.000777751 34 0.000757426
/storage/haibn/yt8m/test_lotus/lotus_video_5809.mp4,342 0.996037 1 0.0177746 0 0.00871336 7 0.00376946 15 0.00277993 26 0.00248885 5 0.00216132 16 0.00203362 2 0.00193769 1098 0.0016014 18 0.00122094 9 0.00116682 17 0.00109103 19 0.0010438 268 0.00101703 25 0.00098896 337 0.000961006 36 0.000688404 96 0.000672549 43 0.0006558
/storage/haibn/yt8m/test_lotus/lotus_video_4525.mp4,342 0.998384 126 0.0566475 291 0.0482984 25 0.0217651 99 0.0217173 2329 0.0200965 204 0.0196449 229 0.0177857 15 0.0161508 669 0.0144613 150 0.0130116 1480 0.0113122 8 0.010635 1 0.00947064 1385 0.00885293 1997 0.00855482 695 0.00846174 290 0.00713408 1188 0.00713143 3326 0.00684595
/storage/haibn/yt8m/test_lotus/lotus_video_2023.mp4,342 0.999413 1 0.00333932 0 0.00327489 21 0.001809 5 0.0017873 16 0.00171971 23 0.00165647 7 0.00129506 205 0.00117686 73 0.00116742 2 0.00104699 26 0.00103268 105 0.000897825 9 0.000839353 598 0.000763535 8 0.000758082 203 0.00061211 1493 0.000569105 64 0.000561774 337 0.000511318
/storage/haibn/yt8m/test_lotus/lotus_video_387.mp4,342 0.997318 16 0.0209239 1 0.00992003 0 0.00642434 26 0.00509089 73 0.00366232 315 0.00290677 815 0.00282523 136 0.00267637 8 0.00263694 337 0.00259364 36 0.0025875 268 0.00213426 799 0.00208881 9 0.00200555 105 0.00198537 15 0.00179601 34 0.00164595 18 0.00159809 5 0.00157362
/storage/haibn/yt8m/test_lotus/lotus_video_4718.mp4,342 0.994913 11 0.197841 22 0.124137 29 0.082152 477 0.0746634 528 0.0576038 752 0.0257946 560 0.0249399 173 0.0243696 32 0.0243223 59 0.0153379 303 0.0150063 20 0.0142799 18 0.013434 15 0.0109418 397 0.00930443 1254 0.00901347 120 0.00631386 604 0.00524387 1576 0.00501049
/storage/haibn/yt8m/test_lotus/lotus_video_7752.mp4,342 0.995598 25 0.0160503 16 0.00399026 26 0.00299695 0 0.00291479 1 0.00255218 5 0.00232247 8 0.00220686 282 0.00171721 7 0.0014728 315 0.00133669 15 0.00093174 2 0.000888228 71 0.000852555 9 0.000830799 146 0.000753671 141 0.000718802 64 0.000687391 133 0.00067389 34 0.000650495
/storage/haibn/yt8m/test_lotus/lotus_video_1968.mp4,342 0.958829 1226 0.389746 64 0.366536 119 0.122973 364 0.105808 1886 0.09984 113 0.0900867 1970 0.0785744 186 0.063307 2900 0.0484393 1013 0.0447777 1161 0.0417518 475 0.0335626 465 0.0283067 2719 0.0241336 429 0.0223325 45 0.0214249 298 0.0209084 2 0.0176596 35 0.0159113
/storage/haibn/yt8m/test_lotus/lotus_video_2216.mp4,342 0.997699 8 0.0454538 6 0.0119839 0 0.00424767 1 0.0019933 5 0.00191611 63 0.00167766 16 0.00131202 69 0.00130194 378 0.0012196 192 0.00109383 331 0.00102097 105 0.000922471 7 0.000869781 2 0.000676543 124 0.000590265 244 0.000579238 180 0.000513762 455 0.000482023 478 0.00044924
/storage/haibn/yt8m/test_lotus/lotus_video_1041.mp4,342 0.998734 1 0.00639564 0 0.00456503 16 0.00427961 5 0.00249183 8 0.00223726 26 0.00148225 36 0.00125748 9 0.00107488 94 0.000900209 34 0.000859767 196 0.000817716 337 0.000792623 7 0.000665516 99 0.000662833 42 0.000652105 105 0.000632554 282 0.000495642 375 0.000484526 420 0.000482678
/storage/haibn/yt8m/test_lotus/lotus_video_4905.mp4,342 0.999334 99 0.00578281 159 0.00430343 1 0.00407583 26 0.00361025 16 0.00289381 0 0.00288719 459 0.00275943 242 0.0020082 5 0.00147897 18 0.00142965 15 0.00129446 626 0.0012489 150 0.00124449 50 0.00108412 8 0.00100577 204 0.000925601 327 0.000858158 352 0.000841558 65 0.000795245
/storage/haibn/yt8m/test_lotus/lotus_video_8056.mp4,342 0.996157 7 0.443656 2 0.281305 508 0.0142484 26 0.0105395 104 0.00672051 17 0.0064505 165 0.00601217 531 0.00575653 198 0.00513905 197 0.00462103 1 0.00371829 235 0.00357863 116 0.00308025 563 0.00236568 18 0.00234401 283 0.00207216 25 0.00200507 469 0.00194931 316 0.00185522
/storage/haibn/yt8m/test_lotus/lotus_video_4832.mp4,342 0.99201 1 0.0755754 25 0.0203697 0 0.0187229 35 0.0112137 8 0.0106763 337 0.00652963 6 0.0032734 282 0.00302535 16 0.00186807 268 0.0017105 14 0.00164577 9 0.00162506 36 0.00129563 423 0.00110945 478 0.00110224 438 0.00109804 34 0.00097537 94 0.0009287 663 0.000803202
/storage/haibn/yt8m/test_lotus/lotus_video_7803.mp4,342 0.998266 5 0.970774 16 0.271781 0 0.0756054 1 0.0656345 136 0.00742111 733 0.00221625 81 0.00197685 1082 0.00168693 34 0.00130472 254 0.00125799 26 0.00123829 1829 0.00123423 268 0.00122216 108 0.00117928 99 0.00112385 105 0.000972301 1915 0.000860989 19 0.000858277 35 0.000831068
/storage/haibn/yt8m/test_lotus/lotus_video_4843.mp4,342 0.999968 1 0.0136856 8 0.0117963 26 0.00825432 0 0.00792989 69 0.00779703 1686 0.00573537 141 0.0034875 159 0.00261697 478 0.0023576 92 0.00235337 417 0.00214452 784 0.00192943 255 0.00171641 285 0.00151309 5 0.00144139 48 0.001369 2079 0.00133908 16 0.00125825 442 0.00117019
/storage/haibn/yt8m/test_lotus/lotus_video_1730.mp4,342 0.988986 99 0.031274 16 0.0122567 25 0.0103212 0 0.00758281 1 0.00733814 9 0.00663102 34 0.0057624 73 0.00510451 17 0.0049237 19 0.00360888 5 0.00329345 10 0.00295311 26 0.00280657 518 0.00277519 141 0.00269112 8 0.00257838 2 0.00214291 42 0.00198507 21 0.00187829
/storage/haibn/yt8m/test_lotus/lotus_video_8075.mp4,342 0.999281 0 0.0505142 1 0.0423149 5 0.00474048 35 0.00443584 16 0.00307444 7 0.00182304 2 0.00150236 36 0.00136158 157 0.00126913 242 0.00108126 45 0.00105974 21 0.000969827 105 0.000901222 643 0.000893414 193 0.000884295 438 0.000877917 354 0.000833541 349 0.000801951 64 0.000762284
/storage/haibn/yt8m/test_lotus/lotus_video_388.mp4,342 0.991241 0 0.357843 64 0.118806 63 0.0977811 149 0.0849563 1 0.0188215 443 0.0155928 783 0.0138469 16 0.0115395 450 0.0111262 5 0.00936249 620 0.0053049 12 0.005216 438 0.00414521 26 0.00395119 186 0.00374562 7 0.00359538 804 0.00347087 329 0.0032334 92 0.00316483
/storage/haibn/yt8m/test_lotus/lotus_video_5321.mp4,342 0.998525 0 0.00891989 1 0.00836501 315 0.00508845 5 0.00420702 16 0.00238645 26 0.00202551 327 0.00179753 17 0.00168595 7 0.0015091 36 0.00147483 505 0.00124913 19 0.00101152 64 0.000914842 18 0.000894219 8 0.000835717 9 0.000834703 105 0.000795215 733 0.000790566 35 0.000762343
/storage/haibn/yt8m/test_lotus/lotus_video_8724.mp4,342 0.996055 8 0.0412039 1 0.0135836 5 0.00610328 698 0.00602159 0 0.00593221 16 0.00348055 19 0.00184014 352 0.00175172 36 0.00167871 26 0.00165516 835 0.00161332 1212 0.00150639 15 0.00148001 239 0.0014469 733 0.00143775 329 0.00142252 203 0.00142062 96 0.00137967 409 0.00131291
/storage/haibn/yt8m/test_lotus/lotus_video_7742.mp4,342 0.998186 1 0.0373208 5 0.037169 16 0.0122945 0 0.00686324 69 0.00682172 21 0.00493699 94 0.00488827 23 0.00370148 19 0.00353894 301 0.00337276 41 0.00331575 740 0.00287145 73 0.00273865 349 0.00254795 8 0.00210193 36 0.00209564 7 0.00203264 900 0.00181603 26 0.00165412
/storage/haibn/yt8m/test_lotus/lotus_video_6864.mp4,9 0.999994 342 0.99948 34 0.691531 10 0.431362 1 0.00911504 4 0.00565839 26 0.00447696 16 0.00414923 150 0.00300026 204 0.00260198 36 0.00223675 0 0.00141424 17 0.00124538 5 0.00112173 25 0.0010176 130 0.000998676 203 0.000888824 889 0.000855565 309 0.000695884 618 0.000666559
/storage/haibn/yt8m/test_lotus/lotus_video_4567.mp4,342 0.982372 11 0.903417 20 0.490339 22 0.246104 32 0.0799407 29 0.0423085 173 0.0382325 211 0.0276831 477 0.0210705 528 0.0197997 123 0.0196985 930 0.0150263 120 0.0140468 560 0.0133655 303 0.00781977 1254 0.00756657 483 0.00662059 892 0.00584182 1943 0.00506285 397 0.0047521
/storage/haibn/yt8m/test_lotus/lotus_video_5158.mp4,342 0.997077 62 0.12246 119 0.116484 113 0.110657 465 0.0740745 64 0.0661263 475 0.0473289 259 0.0292336 7 0.0227992 26 0.016299 993 0.0159686 5 0.0125792 16 0.0116033 48 0.00867933 714 0.00741982 270 0.00581998 127 0.00573495 49 0.00444841 90 0.00440708 43 0.00394747
/storage/haibn/yt8m/test_lotus/lotus_video_4165.mp4,342 0.994184 359 0.183514 428 0.0468083 22 0.041332 477 0.0319544 11 0.0313962 1311 0.0291808 876 0.0251701 1254 0.0249071 2286 0.0163552 528 0.0144031 1 0.0116051 0 0.00721201 69 0.0065574 560 0.00450239 7 0.00346613 2135 0.00344974 304 0.0029082 397 0.00283951 1121 0.00243372
/storage/haibn/yt8m/test_lotus/lotus_video_6545.mp4,342 0.976713 382 0.0222504 26 0.0143826 1 0.00976107 275 0.00534478 648 0.00460684 21 0.00374386 2 0.00349751 23 0.00267056 64 0.00256574 7 0.0025475 130 0.00251383 9 0.00248188 72 0.00205705 105 0.00195006 68 0.00192428 66 0.00189951 90 0.00176635 39 0.00145462 270 0.00132692
/storage/haibn/yt8m/test_lotus/lotus_video_3246.mp4,342 0.986808 291 0.0355604 1 0.0284116 571 0.0198005 0 0.00968286 43 0.00939167 419 0.00840473 1480 0.00741908 289 0.00581637 16 0.00466517 5 0.00403407 42 0.0040032 59 0.00378275 96 0.0036597 60 0.0036214 101 0.00353235 15 0.00313148 2 0.00280073 64 0.00267494 385 0.0025005
/storage/haibn/yt8m/test_lotus/lotus_video_2101.mp4,342 0.99955 0 0.0188125 39 0.0140558 1 0.00596964 16 0.00456539 26 0.00451487 327 0.00320026 595 0.00317436 5 0.00277972 42 0.00242421 660 0.00233471 136 0.00178227 315 0.00136933 35 0.00134036 1347 0.00122726 7 0.00122294 587 0.00105605 130 0.000961512 207 0.000936598 662 0.000918835
/storage/haibn/yt8m/test_lotus/lotus_video_4755.mp4,342 0.998359 26 0.442662 2533 0.0630155 2720 0.0526386 130 0.0400005 2228 0.0330451 1872 0.0153389 1684 0.013271 808 0.0104295 801 0.00908819 16 0.00867468 0 0.00811988 1503 0.0078271 43 0.00772378 1153 0.00726047 1366 0.00708264 672 0.00454769 45 0.00445917 999 0.00417101 607 0.00392354
/storage/haibn/yt8m/test_lotus/lotus_video_6501.mp4,342 0.988182 2 0.312546 7 0.224946 104 0.0345732 159 0.0203544 17 0.0179736 235 0.0082677 171 0.00439984 99 0.00406483 331 0.00371608 1 0.00349596 469 0.00344989 1016 0.00340596 1692 0.00335911 297 0.0032832 176 0.00319615 8 0.00314799 48 0.00313503 213 0.00294614 517 0.00284722
/storage/haibn/yt8m/test_lotus/lotus_video_4655.mp4,342 0.982372 11 0.903417 20 0.490339 22 0.246104 32 0.0799407 29 0.0423085 173 0.0382325 211 0.0276831 477 0.0210705 528 0.0197997 123 0.0196985 930 0.0150263 120 0.0140468 560 0.0133655 303 0.00781977 1254 0.00756657 483 0.00662059 892 0.00584182 1943 0.00506285 397 0.0047521
/storage/haibn/yt8m/test_lotus/lotus_video_2451.mp4,342 0.997099 48 0.486572 7 0.441874 2 0.223701 177 0.183726 213 0.0303107 1 0.0202818 460 0.0201211 116 0.0182361 1031 0.0150087 174 0.0145005 196 0.0125834 171 0.0122467 979 0.00716978 1012 0.00551742 702 0.00544596 757 0.00522155 1692 0.00461534 104 0.00437525 361 0.00416353
/storage/haibn/yt8m/test_lotus/lotus_video_6952.mp4,342 0.999287 5 0.01781 1 0.0143364 0 0.0132943 18 0.00742552 15 0.00648403 35 0.00269243 16 0.00207666 309 0.00187603 67 0.00186482 26 0.00147504 8 0.00146285 19 0.00122952 239 0.00111267 315 0.000953972 36 0.00094679 150 0.000677437 140 0.000664562 60 0.000663489 69 0.000584662
/storage/haibn/yt8m/test_lotus/lotus_video_2083.mp4,342 0.980647 11 0.318979 20 0.0738144 22 0.0298206 370 0.0102976 32 0.00939181 211 0.00525594 29 0.00453642 605 0.00444379 120 0.00311705 321 0.00295025 123 0.00285697 334 0.00267351 1 0.00235766 26 0.00188065 176 0.00182688 1045 0.00178951 16 0.00141719 1165 0.00138807 506 0.00131375
/storage/haibn/yt8m/test_lotus/lotus_video_4789.mp4,342 0.999755 1 0.0128784 0 0.0109323 8 0.00295761 18 0.00142547 192 0.00127745 193 0.00127321 105 0.00124311 7 0.00118989 455 0.00117934 26 0.00108731 15 0.00084725 9 0.000810444 331 0.000761449 196 0.000737309 254 0.000722945 16 0.000719786 5 0.000703663 21 0.000650346 34 0.000621796
/storage/haibn/yt8m/test_lotus/lotus_video_8320.mp4,342 0.999115 1 0.0576276 0 0.0236172 36 0.0034948 35 0.00309357 9 0.00195983 309 0.00162598 337 0.00152797 147 0.00135916 7 0.00134206 517 0.00118834 478 0.00113302 2 0.00111786 34 0.00102189 25 0.000868857 282 0.000821292 18 0.000811875 26 0.000808299 183 0.00073275 17 0.000727713
/storage/haibn/yt8m/test_lotus/lotus_video_1569.mp4,342 0.999034 0 0.0221726 26 0.0185213 1 0.00737262 5 0.00550827 282 0.00331649 50 0.00319272 16 0.00268385 65 0.00175357 9 0.00156701 327 0.0014151 150 0.00120199 309 0.00120062 159 0.000998914 36 0.000990719 153 0.000980198 194 0.000955611 663 0.000955135 105 0.000883579 315 0.000819027
/storage/haibn/yt8m/test_lotus/lotus_video_5855.mp4,342 0.999591 1 0.0140992 0 0.0117993 16 0.00509712 5 0.00173363 8 0.00167277 36 0.0014976 2 0.00136122 7 0.00126344 25 0.00122458 9 0.0011349 35 0.000843793 34 0.000831515 26 0.000794977 64 0.000760764 19 0.000754476 337 0.000721931 105 0.000679344 17 0.000602931 42 0.000535339
/storage/haibn/yt8m/test_lotus/lotus_video_1002.mp4,342 0.998734 1 0.00639564 0 0.00456503 16 0.00427961 5 0.00249183 8 0.00223726 26 0.00148225 36 0.00125748 9 0.00107488 94 0.000900209 34 0.000859767 196 0.000817716 337 0.000792623 7 0.000665516 99 0.000662833 42 0.000652105 105 0.000632554 282 0.000495642 375 0.000484526 420 0.000482678
/storage/haibn/yt8m/test_lotus/lotus_video_755.mp4,342 0.999816 8 0.00488976 0 0.0047034 1 0.00453347 60 0.0013549 92 0.00114772 18 0.00107801 19 0.000966668 15 0.000796974 105 0.000746399 7 0.000692576 41 0.000682026 5 0.000677347 196 0.000666231 374 0.000659138 175 0.00064984 2 0.000604808 192 0.000590831 16 0.000584066 99 0.00057891
/storage/haibn/yt8m/test_lotus/lotus_video_6068.mp4,342 0.99819 16 0.181299 5 0.0779633 1 0.0340126 26 0.0226577 0 0.0209815 62 0.0177422 315 0.0132997 442 0.0121455 130 0.00918812 35 0.00768894 141 0.00496292 341 0.004715 435 0.00468487 192 0.00439203 81 0.00414678 105 0.00384453 204 0.00362271 652 0.00344324 45 0.00343114
/storage/haibn/yt8m/test_lotus/lotus_video_1436.mp4,342 0.993949 178 0.130222 39 0.0603361 315 0.0404646 15 0.0254314 2450 0.0180236 1 0.0150501 511 0.0138685 505 0.0131284 1069 0.0105385 805 0.0104495 0 0.0100097 1510 0.00473168 9 0.00451612 59 0.00423017 158 0.00336224 341 0.00335681 277 0.00273904 159 0.00268483 157 0.00264606
/storage/haibn/yt8m/test_lotus/lotus_video_120.mp4,342 0.992587 0 0.253017 35 0.158176 1 0.0929137 64 0.0691058 44 0.0457222 18 0.022722 186 0.0195664 15 0.0186144 85 0.0129325 113 0.0123645 68 0.0117332 72 0.011257 119 0.00992399 17 0.00725871 36 0.0071632 82 0.00640884 149 0.00635818 46 0.00627026 118 0.00595093
/storage/haibn/yt8m/test_lotus/lotus_video_1234.mp4,342 0.999142 8 0.38496 89 0.065428 1 0.0251588 72 0.0164389 0 0.0130599 68 0.00816771 69 0.00337562 452 0.00278184 19 0.00272802 480 0.00242913 726 0.00215274 15 0.00190213 193 0.00183585 827 0.00180686 49 0.00170669 175 0.0014734 93 0.00145754 139 0.00134274 944 0.00133038
